timestamp,open,high,low,close,volume_btc,volume_usd
2023-01-01 00:00:00,20001.095815786088,20016.559472823705,19991.921223004,20000.49671415301,5.165038765776313,103303.34086338207
2023-01-01 01:00:00,19999.12629182709,20005.50940957395,19983.01833886244,20000.35844985184,1.0900798620070984,21801.987979106998
2023-01-01 02:00:00,20001.117749247187,20004.596515662215,19952.501050173363,20001.00613838994,4.938848942633259,98781.94801818847
2023-01-01 03:00:00,20001.6004052459,20007.242967141297,19963.48977594736,20002.52916824635,1.5035574059956835,30074.95086956148
2023-01-01 04:00:00,20000.906074352562,20031.43848293123,19988.16547324475,20002.295014871626,4.221145937118383,84432.60633506865
2023-01-01 05:00:00,20002.471831245384,20004.643986706124,19973.86378943245,20002.060877914675,0.6216263264481603,12433.807624930563
2023-01-01 06:00:00,20004.798240285843,20020.486434478385,19983.42378458771,20003.640090730183,8.56892599408569,171409.7115497925
2023-01-01 07:00:00,20004.02415663511,20042.067510555047,19979.909266642982,20004.407525459337,0.13180086305917826,2636.598176843061
2023-01-01 08:00:00,20003.726038181067,20018.65545939917,19986.179741503864,20003.9380510734,9.393231394453297,187901.61891404155
2023-01-01 09:00:00,20003.342460471908,20042.646014975995,19990.51406019047,20004.48061111699,8.62891822728939,172617.02737272458
2023-01-01 10:00:00,20004.024410570262,20041.290545334527,19970.279041354603,20004.017193424173,7.5260807256930295,150551.84823586163
2023-01-01 11:00:00,20004.311539782993,20015.842820302267,19964.6243729163,20003.551463670607,9.825505822857247,196545.01138412015
2023-01-01 12:00:00,20004.5849536789,20040.23453494681,19960.095569804802,20003.79342594217,0.5381999712758312,10766.041047249737
2023-01-01 13:00:00,20002.425321873143,20039.26897761112,19994.113647331604,20001.880145697512,6.415971060523466,128331.48417085414
2023-01-01 14:00:00,19999.53679669781,20020.02792414835,19959.012451682738,20000.155227865,8.49302090471716,169861.73644784564
2023-01-01 15:00:00,19998.94281129233,20010.113964522836,19986.852899111906,19999.59294033576,1.2661709653076936,25322.90389902586
2023-01-01 16:00:00,19999.375513688665,20024.643649560017,19977.213289719923,19998.580109215425,5.847749786665273,116946.69256727287
2023-01-01 17:00:00,19999.706355480233,20044.964235948028,19953.822172255557,19998.89435654802,3.939219086946718,78780.02636714495
2023-01-01 18:00:00,19997.814337487067,20029.9671690941,19975.26115242337,19997.986332472497,4.358271133470933,87156.64656036114
2023-01-01 19:00:00,19996.147856863598,20005.220153652528,19986.72085206895,19996.574028771163,9.125240853852262,182473.55426442373
2023-01-01 20:00:00,19999.20692463353,20032.17752377676,19990.046244778227,19998.039677540084,5.386514502747324,107719.73074958607
2023-01-01 21:00:00,19997.453952574786,20019.174052603692,19974.164712906993,19997.8139012396,0.9326204484632417,18650.370168858524
2023-01-01 22:00:00,19998.62736166881,20027.457869312053,19959.747808245458,19997.881429444285,9.372161738444289,187423.3791829833
2023-01-01 23:00:00,19996.319838083215,20033.15988300923,19946.59642405936,19996.456681258074,1.8521117056289549,37035.6714904604
2023-01-02 00:00:00,19994.86476575251,20021.65966610927,19956.541867112002,19995.91229853355,8.926368164720639,178490.87496617576
2023-01-02 01:00:00,19997.63553326328,20036.72241985192,19952.172623176117,19996.023221123258,9.7092072108536,194145.53284692598
2023-01-02 02:00:00,19994.992291441566,20030.980006511665,19957.48060949909,19994.872227545835,8.778374631606955,175522.4791245108
2023-01-02 03:00:00,19994.537181584292,20026.001592565106,19950.476170526377,19995.24792556418,6.771337778089205,135394.57766063255
2023-01-02 04:00:00,19993.25648120649,20002.18692766588,19990.83260970857,19994.647286874264,7.435518198230903,148670.56376876173
2023-01-02 05:00:00,19993.065592326235,20036.153048670047,19947.859013175388,19994.35559312447,6.998672437647552,139933.9453981244
2023-01-02 06:00:00,19993.380975108146,20040.549165778233,19973.93357882596,19993.75388651224,4.605243878550627,92076.1126951083
2023-01-02 07:00:00,19997.531293580283,20002.454420887214,19949.52545353273,19995.60616469675,2.744197187451871,54871.886198556116
2023-01-02 08:00:00,19995.008005593336,20020.004723943683,19991.806025599035,19995.59266747201,2.8500272995102973,56987.984972183156
2023-01-02 09:00:00,19995.9824113754,20007.47939364158,19958.772808686997,19994.534956543055,7.3116786128613755,146193.613615865
2023-01-02 10:00:00,19995.226737786554,20033.083666826435,19958.573064021646,19995.357501455157,6.260364483205501,125178.22593110656
2023-01-02 11:00:00,19992.955507414084,20030.218139605422,19944.291113340296,19994.136657805186,5.848840339691468,116942.51304147491
2023-01-02 12:00:00,19993.87231021174,20001.38977742871,19955.9027578657,19994.34552140019,6.526088379243976,130484.86595779863
2023-01-02 13:00:00,19991.104863352575,20036.23721483939,19973.25716598553,19992.38585127631,7.7478623543088885,154898.25370992138
2023-01-02 14:00:00,19990.20169677545,20000.106318426315,19963.195237646487,19991.057665227414,7.483409146455335,149601.26377927887
2023-01-02 15:00:00,19990.368778401407,20031.117477745687,19972.92697955495,19991.254526463283,1.0539640579240184,21070.06374370314
2023-01-02 16:00:00,19990.089189175796,20014.842011024677,19982.192060778034,19991.992993043277,3.630350497067144,72577.94169965752
2023-01-02 17:00:00,19993.677157393282,20008.577976002376,19979.739244949353,19992.164361324467,2.6396713678408568,52772.74384575658
2023-01-02 18:00:00,19992.259730072303,19999.96067617579,19980.948186328365,19992.04871304208,5.382386622241452,107604.93554427712
2023-01-02 19:00:00,19991.061330940873,20000.12832215382,19964.30684283833,19991.74760934649,0.6141608237157881,12278.148179274378
2023-01-02 20:00:00,19990.490845102555,20023.363615091166,19944.961055629527,19990.269087356122,7.624640474925069,152418.61478809893
2023-01-02 21:00:00,19988.713762754087,20017.070762545085,19943.91291184331,19989.54924314773,1.0652733376272383,21294.333839912015
2023-01-02 22:00:00,19986.417542411396,19995.19287545933,19986.350415500478,19989.088604376768,2.714020259106179,54250.791433347
2023-01-02 23:00:00,19993.102418236213,19995.780619624904,19986.15075655539,19990.145726602987,7.827415052210476,156471.16755629313
2023-01-03 00:00:00,19990.67894476923,19994.104873631193,19978.233392033937,19990.489344892554,0.5155998291870845,10307.092891592833
2023-01-03 01:00:00,19988.137291697876,20025.91467210587,19975.973332113717,19988.726304737193,6.602010685559916,131965.78465460753
2023-01-03 02:00:00,19987.11647389491,20024.64449296805,19984.305929944625,19989.050388706586,9.244782717943863,184794.42758162372
2023-01-03 03:00:00,19987.171156631026,19991.586855968897,19969.2421393675,19988.66530642617,6.176378171877879,123457.55608358324
2023-01-03 04:00:00,19989.64287635542,20016.001888205716,19958.6021147913,19987.988384425866,7.126574874014109,142445.89580253523
2023-01-03 05:00:00,19990.101999263505,19992.833868476842,19959.691950684733,19988.600060714707,7.922668725225469,158363.0565620643
2023-01-03 06:00:00,19990.3842752732,20034.81834876765,19962.459576174275,19989.631060237203,2.222463221861515,44426.21984995778
2023-01-03 07:00:00,19989.44726331791,20035.918211315326,19973.628744111942,19990.56234035632,5.809639180125632,116137.95420527803
2023-01-03 08:00:00,19991.233096821074,20024.634772323752,19954.400338567266,19989.723122833097,3.0905671603018914,61779.58182695534
2023-01-03 09:00:00,19989.86369307519,20035.72335652922,19948.089713408193,19989.413910457246,2.494953792253053,49872.664040811236
2023-01-03 10:00:00,19990.400098337,20030.317825409333,19972.431460564778,19989.74517388865,1.9245641508555444,38471.54694640372
2023-01-03 11:00:00,19991.166889960215,20032.147647812122,19986.4439510508,19990.72071901577,5.854306153027108,117031.79930878052
2023-01-03 12:00:00,19988.7345575933,20018.72693730642,19975.42503222333,19990.241544777924,7.945319265538052,158828.85126848318
2023-01-03 13:00:00,19988.857724850517,20005.35884571207,19983.187453072518,19990.055885801263,8.758890641884456,175090.71342889196
2023-01-03 14:00:00,19988.439332660848,19999.839506583077,19965.581614465897,19988.949550827256,4.285859461418594,85669.82855623195
2023-01-03 15:00:00,19988.39698391071,20004.113345305122,19979.95658663737,19987.753344203174,3.7289900019793887,74534.13238256372
2023-01-03 16:00:00,19987.185437943328,20019.990641530025,19965.423632142672,19988.56587002557,6.87306902100591,137382.7928556088
2023-01-03 17:00:00,19989.746763639196,19998.55493684576,19978.87196543791,19989.92211005414,7.803592418523506,155993.2046248939
2023-01-03 18:00:00,19989.673490422396,20002.782111764423,19952.913544659437,19989.85009993256,2.5331933667239657,50638.15567495556
2023-01-03 19:00:00,19991.64637251978,20014.256675970224,19989.47522078866,19990.85363283045,2.9729088421103667,59430.98552637579
2023-01-03 20:00:00,19991.88994039111,20002.86777378173,19963.477953663903,19991.2152688555,5.333933191509503,106631.80666115994
2023-01-03 21:00:00,19989.559923171844,20020.002332586697,19982.09573535489,19990.570149100895,4.443856878399437,88835.23266020846
2023-01-03 22:00:00,19992.378230875893,20037.090346129222,19990.881951482923,19990.931544706404,7.057877330597222,141093.54256690425
2023-01-03 23:00:00,19991.306341444117,20029.874049558024,19949.009576869626,19992.469581272868,5.044849909877459,100859.00836531227
2023-01-04 00:00:00,19993.52599467566,20025.755085941204,19958.857365843058,19992.43375523376,1.115991057225827,22311.377283020633
2023-01-04 01:00:00,19993.448253991224,20023.134472688762,19989.051257787047,19993.998398889573,1.6595319478810455,33180.679108839715
2023-01-04 02:00:00,19991.542579738918,20015.776049248336,19958.17503540129,19991.378653785483,9.019088438206396,180304.0120801628
2023-01-04 03:00:00,19992.426543749963,20001.52874927159,19961.618189652978,19992.20055628986,2.2739836482992892,45461.93715852309
2023-01-04 04:00:00,19992.485310798806,20037.02312612944,19968.619769005938,19992.287603358098,0.5008609141790021,10013.355445547468
2023-01-04 05:00:00,19992.663095206066,20004.415396108274,19971.02569108635,19991.98859600763,7.3145455828722525,146232.31187776008
2023-01-04 06:00:00,19992.471816282097,19996.645800663075,19947.72686863838,19992.080356784165,6.840111438446408,136748.05752677913
2023-01-04 07:00:00,19990.876436999435,20027.593546831,19977.835386874693,19990.092787869566,6.000760186548199,119955.75292685197
2023-01-04 08:00:00,19990.337735942074,19998.653892698287,19969.95761313106,19989.87311598173,5.022561544647606,100400.36799471483
2023-01-04 09:00:00,19988.965773294312,20008.825028530297,19973.774457908497,19990.23022855324,9.695803540468194,193821.3450247808
2023-01-04 10:00:00,19991.97792167254,19993.12236901253,19953.14807114615,19991.708122597982,1.1983229591845335,23956.52283662509
2023-01-04 11:00:00,19990.625982477202,19998.04324950673,19945.366587068078,19991.189852379706,5.101627825781501,101987.61042138108
2023-01-04 12:00:00,19989.272096298904,19999.041540314807,19947.8922738398,19990.381358776813,5.640449434700436,112754.7352345588
2023-01-04 13:00:00,19989.58976184055,19992.600108120736,19949.99440521824,19989.879601733228,0.22492918380839333,4496.307303245906
2023-01-04 14:00:00,19990.978239449963,20023.62785168207,19941.455506572427,19990.79500385093,4.119924248043385,82360.56107403
2023-01-04 15:00:00,19991.373429988576,20032.974144750748,19956.26652744007,19991.12375496059,7.828021253886411,156490.94164290503
2023-01-04 16:00:00,19991.65001950196,20009.25976507512,19953.041305196144,19990.593994756822,4.710987552429325,94175.4394749678
2023-01-04 17:00:00,19992.41457130891,20034.836086025847,19941.967135204686,19991.107262189937,8.752784497909168,174977.85374053547
2023-01-04 18:00:00,19991.540620570042,20001.87166846729,19990.854800469326,19991.204339739284,6.447989318894592,128903.07205447812
2023-01-04 19:00:00,19992.69009110683,20008.442505907882,19960.470565908003,19992.17298472982,7.6608536404987415,153157.11119154803
2023-01-04 20:00:00,19991.566240669115,19999.0077812875,19954.522355038276,19991.47093163594,8.0448013519236,160827.41237776616
2023-01-04 21:00:00,19991.910494952994,20022.171229260293,19945.251916801484,19991.143269489345,6.895002394401333,137838.98070994913
2023-01-04 22:00:00,19991.238149475048,20011.744640879726,19946.558946126996,19990.75116133621,7.493806600263511,149806.82299704675
2023-01-04 23:00:00,19989.23315829422,20019.951813730175,19947.18961232639,19989.28764638808,6.953105398212477,138987.62384052292
2023-01-05 00:00:00,19991.735749232146,20027.66751193485,19942.294203068057,19989.583766665142,5.504637484536232,110035.41210226191
2023-01-05 01:00:00,19989.29863857388,20017.12997273897,19962.97586254164,19989.844821937324,5.66532965595433,113249.06068764662
2023-01-05 02:00:00,19991.304392350674,20021.231453139055,19989.503930614726,19989.849935393966,1.898847826368013,37957.6830992456
2023-01-05 03:00:00,19988.261055334264,20036.37786398031,19989.06262832574,19989.61534826059,8.27439233379057,165401.91999306972
2023-01-05 04:00:00,19989.01359405499,20003.153192998983,19960.968024737645,19988.19997751854,3.121373137718988,62390.630481181644
2023-01-05 05:00:00,19989.215900547504,20005.737529127473,19966.01572025258,19987.779332195776,5.357368824653311,107081.90586835543
2023-01-05 06:00:00,19985.52939860824,20023.321785764714,19964.874365010975,19987.436617679246,2.49545557942516,49877.760225994425
2023-01-05 07:00:00,19986.77329098308,20017.199616262795,19966.614103549524,19986.634340410026,6.958649791062275,139079.9888769323
2023-01-05 08:00:00,19987.188468739605,19995.399699925343,19940.5867642438,19986.47305469836,9.751689521839356,194901.87986602663
2023-01-05 09:00:00,19987.129069159302,20005.684471055698,19968.918587996683,19986.877105555173,8.019402346474074,160282.8091589781
2023-01-05 10:00:00,19989.14144739199,20012.15519211262,19945.95194436823,19988.763291456384,6.190954818875669,123749.53042260699
2023-01-05 11:00:00,19989.074092431594,20009.90736116764,19943.794629579636,19988.93786926922,5.675065337421009,113438.52843375191
2023-01-05 12:00:00,19988.10117183358,19998.10916007604,19964.22033115999,19989.19541965994,4.89771257352929,97901.33374160259
2023-01-05 13:00:00,19991.48901933633,20035.342478333387,19966.77407187592,19989.120973744175,2.049714317636002,40971.98745684154
2023-01-05 14:00:00,19986.69866466556,20025.318140613574,19949.151172318103,19987.202202528875,3.480100518442455,69557.47274723492
2023-01-05 15:00:00,19987.609849892204,20011.243480258818,19951.77711327143,19987.175688653424,4.063940741713006,81226.69759289436
2023-01-05 16:00:00,19986.58907918628,20021.238970278708,19970.80916303356,19987.235918863367,9.445690748410104,188793.24940509783
2023-01-05 17:00:00,19987.42329778583,20034.56329458263,19984.57175467962,19989.69916097585,4.255828540360124,85072.73220249385
2023-01-05 18:00:00,19988.58228713732,19996.315507129148,19976.264180001945,19989.50680001107,5.86190354795926,117176.56083294064
2023-01-05 19:00:00,19988.36074066113,20002.326999888755,19983.256922062792,19989.808347353406,9.22424540611759,184390.89781724568
2023-01-05 20:00:00,19990.865203122925,20016.908697946532,19975.037021794866,19989.7736355837,5.184264078113431,103632.2653885755
2023-01-05 21:00:00,19987.998089530032,20028.555476113695,19975.513879267037,19988.60495754608,2.5144977986403436,50261.303163641074
